Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/api/admin/user/login,1,132,132,132,132,132,132,132,132,7.6/sec,3.96,3.8
,100,846,851,987,1013,1051,371,1055,0.00%,93.7/sec,48.97,46.78
,520,1264,1350,1869,1930,1964,192,1977,0.00%,257.9/sec,137.46,129.47
/api/product/client/sailing/product/list,1,1018,1018,1018,1018,1018,1018,1018,0.00%,59.8/min,151.39,0.56
,100,14802,14136,24061,25607,25923,3276,25934,0.00%,3.85594,695.18,2.19
