20200305001,1903909012
20200302002,76008157
20200226004,7254327000
20191028004,0282107000
20191028003,0281400000
20191028001,0281022000
20191021001,0210910000
20190911008,4634634000
20190911007,3333333000
20191007001,2534255000
20190911001,9081254000
20190904001,9041114000
20190829001,2345123000
20190808002,7387946000
20190715001,9414651001
20190710001,6666666001
20190709001,5557011001
20190708001,1255573000
20190702006,1255570000
20190701007,2555701000
20190701006,1322342000
20190629004,6789001001
20190628012,5641651000
20190627010,2345678000
20190627006,5123456000
20190626004,3456789000
20190626003,6421568010
20150211001,1133901000
20190130002,7246057000
20190130003,8178602000
20190601001,5904777001
20190531001,1255571000
20190601002,1234789870
20190529001,7909001000
20190520001,7411328000
20190520002,6819433000
20190517001,8236679000
20190516001,7351594000
20190504001,3666123000
20190428001,7309896000
20190426001,7699327000
20190423002,4312412002
20190422001,8213402000
20190417001,7429769000
20190415999,7468632000
20190415002,6564588000
20190415001,6131326001
20190413001,8181919001
20190409001,7567217000
20190404001,7913236000
20190403001,8207934000
20190402001,7051950000
20190401001,7707873000
20190401002,7297621000
20190401003,8137811000
20190329001,7409267000
20190328002,6914814000
20190328003,6788475000
20190323001,2222653000
20190315001,6826994000
20190314001,7478838000
20190311001,7470390000
20190323022,2199392000
20190308003,6628368000
20190308002,6396392000
20190308001,7835527000
20190308004,7924608000
20190308005,7205002000
20190307001,8190657000
20190307002,6503861000
20190306001,7983570000
20190305001,7822274000
20190304001,6974586000
20190228002,6765953000
20190228001,6348230000
20190227001,6786932000
20190130001,6900699000
20190221002,7143746000
20190221001,6971053000
20190220001,7098641000
20190220002,7242995000
20190219001,8178189000
20190218001,7574560000
20190214001,8003966000
20190213001,7252561000
20190212001,8009101000
20190212002,7060806000
20190130004,7516491000
20190117001,7524106000
20190116001,7168564000
20190115001,7286271000
20190111001,8160647000
20190109001,6576373000
20190109002,8049229000
20181229001,6390491000
20190107001,7710161000
20190102001,6888916000
20181229002,8155371000
20181220001,6857502000
20181217001,7009190000
20181214001,7547006000
20181213001,6927540000
20181212001,7614680000
20181211001,6567883000
20181126001,7418089000
20181122001,6524309000
20181120001,7796873000
20181120002,7573231000
20181116001,8116029000
20181114002,6389879000
20181114001,8012608000
20181113002,6802378000
20181113001,6801618000
20181108002,6916056000
20181108001,7770912000
20181107001,8119390000
20181107002,6892544000
20181106001,7149127000
20181105001,6524550000
20181101001,7971556000
20181029001,6677581000
20181026001,6406093000
20181025001,1308122000
20181024001,6668372000
20181009002,8113468000
20181020001,7506197000
20181019001,1122293000
20181012001,7052737000
20181009001,8096456000
20180928001,1188968000
20180925001,6858134000
20180919003,7138032000
20180919001,7979358000
20180914001,7774624000
20180919002,7102959000
20180816003,20141223001
20180913001,7468598000
20180911001,6736200000
20180911002,6446705000
20180830004,7188570000
20180906001,6849112000
20180904001,1085639000
20180904002,7548922000
20180903001,8087057000
20180831001,8047718000
20180830002,7807932000
20180830001,7492966000
20180830003,6888026000
20180829002,7504793000
20180829001,6569645000
20180829004,7501548000
20180829003,7630113000
20180828002,7761653000
20180821002,8073443000
20180828001,6984936000
20180827001,7898900000
20180824001,7601634000
20180824003,6965490000
20180824002,6748678000
20180822006,6497378000
20180822003,6571496000
20180822007,7842303000
20180822004,7363986000
20180822002,6416302000
20180822005,7173297000
20180822001,6684850000
20180821005,7395849000
20180821003,6900039001
20180821001,7991095000
20180820001,7054635000
20180820002,6795251000
20180817001,7551810000
20180817002,8039737000
20180817003,6492903000
20180817006,6932139000
20180817004,7178022000
20180817005,7898228000
20180816001,6324895000
20180816002,7485727000
20180815001,7307641000
20180815002,7382572000
20180815003,7766046000
20180813001,7342980000
20180813002,7542784000
20180809001,6887561000
20180809003,6909067000
20180809002,7100535000
20180808001,6896241000
20180807001,6607189000
20180803001,7656108000
20180731001,7012015000
20180727001,6865880000
20180724001,7599565000
20180724002,8003572000
20180710001,1087171000
20180705001,8043585000
20180704001,1186872000
20180629001,6507576000
20180627001,6762882000
20180612001,8016197000
20180608001,7434610000
20180607001,7667254000
20180601001,7368866000
20180525001,7272451000
20180516001,7992715000
20180504001,7394151000
20180503001,6768428000
20180427001,7987896000
20180425001,7965243000
20180408001,1009561000
20180322001,7380154000
20180319001,6907557000
20180314001,7766852000
20180313001,6475941000
20180309001,7339413000
20180302001,7469489000
20180223001,6863754000
20171212001,7498517000
20171208001,7373559000
20171205001,7828236000
20171130001,7095259000
20171128001,7186062000
20171124001,7884831000
20171123001,1007647000
20170915001,7133010000
20171025001,7623523000
20171016001,7858323000
20170928001,6530961000
20170921001,7160680000
20170912001,7436985000
20170907001,6367711000
20170905001,7756307000
20170831001,6352873000
20170828001,7683210000
20170825002,7775775000
20170825001,7542524000
20170824001,7427902000
20170821001,6816930000
20170816001,7817075000
20170816002,6975406000
20170815001,7284431000
20170814001,6389032000
20170728001,6822668000
20170725001,7018662000
20170719001,7097822000
20170718001,6600006000
20170717001,6428012000
20170713001,7460583000
20170711001,6356425000
20170710001,6987430000
20170707001,7164375000
20170619002,7781975000
20170615001,7109359000
20170613002,6434491000
20170613001,7774066000
20170607001,1074017000
20170606001,6423411000
20170602002,7239638000
20170602001,7556331000
20170527003,7693801000
20170527001,7506762000
20170527002,7186634000
20170526001,6873462000
20170524001,7592397000
20170523001,7761619000
20170522001,7368701000
20170517002,7318205000
